"","codmun7","municipio","espvida","gini","rdpc","pop","idhm","idhm_e","idhm_l","idhm_r","G01_QTD_EMP","G01_QTD_VINC","G02_QTD_EMP","G02_QTD_VINC","G03_QTD_EMP","G03_QTD_VINC","G04_QTD_EMP","G04_QTD_VINC","G05_QTD_EMP","G05_QTD_VINC","G06_QTD_EMP","G06_QTD_VINC","G07_QTD_EMP","G07_QTD_VINC","G08_QTD_EMP","G08_QTD_VINC","G09_QTD_EMP","G09_QTD_VINC","G10_QTD_EMP","G10_QTD_VINC","G11_QTD_EMP","G11_QTD_VINC","G12_QTD_EMP","G12_QTD_VINC","G13_QTD_EMP","G13_QTD_VINC","G14_QTD_EMP","G14_QTD_VINC","Geral_QTD_EMP","Geral_QTD_VINC"
"611",3554656,"TORRE DE PEDRA",74.73,0.39,548.39,2233,0.714,0.647,0.829,0.679,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,223
"612",3554706,"TORRINHA",76.11,0.45,770.15,9285,0.744,0.658,0.852,0.734,3,11,2,4,0,0,231,67,6,24,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,35,1179,2091
"613",3554755,"TRABIJU",73.63,0.4,505.36,1542,0.722,0.697,0.811,0.666,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,354
"614",3554805,"TREMEMBÉ",77.38,0.53,959.88,37302,0.785,0.72,0.873,0.769,5,38,7,10,0,0,0,0,29,35,0,0,1,1,0,0,1,2,2,51,4,9,0,0,1,0,4,18,1324,4826
"615",3554904,"TRÊS FRONTEIRAS",74.73,0.41,663.71,5397,0.753,0.726,0.829,0.71,0,0,1,0,2,1,1,0,0,0,0,0,1,21,0,0,0,0,0,0,1,0,0,0,0,0,2,0,370,633
"616",3554953,"TUIUTI",77.24,0.39,630.49,5912,0.728,0.63,0.871,0.702,1,2,0,0,1,0,7,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,480,646
"617",3555000,"TUPÃ",76.1,0.54,926.96,62563,0.771,0.704,0.852,0.764,13,263,32,133,2,2,4,7,74,350,6,438,0,0,0,0,0,0,4,107,2,0,0,0,5,0,30,104,3735,16584
"618",3555109,"TUPI PAULISTA",75.08,0.49,914.36,13029,0.769,0.715,0.835,0.762,2,6,4,3,1,0,10,7,17,23,1,2,0,0,0,0,1,17,0,0,2,0,0,0,0,0,3,19,947,2256
"619",3555208,"TURIÚBA",74.44,0.35,676.92,1928,0.751,0.721,0.824,0.713,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,415,280
"620",3555307,"TURMALINA",74.04,0.39,725.06,1966,0.736,0.675,0.817,0.724,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,316
"621",3555356,"UBARANA",75.62,0.35,522.27,5286,0.7,0.604,0.844,0.672,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,32,0,0,0,0,1,0,200,1460
"622",3555406,"UBATUBA",75.47,0.58,803.5,78469,0.751,0.679,0.841,0.741,10,63,6,1,0,0,0,0,41,140,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,97,4904,20618
"623",3555505,"UBIRAJARA",74.72,0.42,580.57,4418,0.727,0.674,0.829,0.689,0,0,1,0,0,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,1448
"624",3555604,"UCHOA",74.36,0.4,655.13,9445,0.721,0.644,0.823,0.708,1,0,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,9,782,1265
"625",3555703,"UNIÃO PAULISTA",76.75,0.35,610.77,1599,0.749,0.699,0.863,0.697,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,93,287
"626",3555802,"URÂNIA",73.25,0.46,739.08,8809,0.746,0.709,0.804,0.727,2,37,2,0,2,2,0,0,5,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,1,485,1284
"627",3555901,"URU",74.93,0.39,544.1,1250,0.712,0.639,0.832,0.678,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190,261
"628",3556008,"URUPÊS",74.03,0.43,805.66,12674,0.745,0.683,0.817,0.741,3,0,4,1,0,0,1,1,9,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,83,637,2026,2708
"629",3556107,"VALENTIM GENTIL",73.62,0.36,654.97,10987,0.735,0.692,0.81,0.708,69,917,9,44,1,0,5,0,16,35,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,5,0,988,2937
"630",3556206,"VALINHOS",76.01,0.54,1570.91,106411,0.819,0.763,0.85,0.848,55,502,53,167,0,0,0,0,154,873,20,665,18,128,1,0,1,0,10,39,5,14,1,37,8,0,39,224,8704,48031
"631",3556305,"VALPARAÍSO",74.47,0.45,701.02,20302,0.725,0.643,0.825,0.719,2,3,2,21,0,0,1,0,10,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,837,5816
"632",3556354,"VARGEM",75.36,0.38,587.59,8789,0.699,0.591,0.839,0.69,0,0,1,0,2,0,1,0,3,0,0,0,1,26,0,0,1,24,0,0,18,31,0,0,0,0,1,23,398,936
"633",3556404,"VARGEM GRANDE DO SUL",76.78,0.42,711.6,39159,0.737,0.643,0.863,0.721,11,30,16,21,1,0,18,25,12,40,1,4,0,0,0,0,0,0,2,2,39,555,1,22,2,0,14,21,2222,7387
"634",3556453,"VARGEM GRANDE PAULISTA",78.02,0.5,876.61,42786,0.77,0.683,0.884,0.755,24,279,22,18,0,0,0,0,26,90,4,14,1,4,0,0,0,0,2,19,0,0,3,10,2,0,10,239,2211,12025
"635",3556503,"VÁRZEA PAULISTA",76.8,0.39,706.02,106832,0.759,0.705,0.863,0.72,33,86,56,73,0,0,0,0,45,112,6,313,12,164,1,2,1,5,0,0,3,91,3,3,1,0,28,158,2839,17467
"636",3556602,"VERA CRUZ",74.79,0.45,713.66,10664,0.754,0.715,0.83,0.722,1,0,2,0,0,0,73,204,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,458,1240
"637",3556701,"VINHEDO",77.68,0.53,1493.32,63120,0.817,0.739,0.878,0.84,16,156,24,61,0,0,1,3,73,155,4,136,10,179,0,0,0,0,4,54,5,223,3,28,9,0,15,27,5235,37793
"638",3556800,"VIRADOURO",74.4,0.4,692.01,17263,0.739,0.683,0.823,0.717,8,1,5,2,0,0,0,0,12,11,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,12,476,1271,2924
"639",3556909,"VISTA ALEGRE DO ALTO",75.41,0.35,732.14,6810,0.744,0.676,0.84,0.726,1,2,5,9,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,552,3383
"640",3556958,"VITÓRIA BRASIL",73.63,0.35,572.68,1737,0.725,0.685,0.811,0.686,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,206
"641",3557006,"VOTORANTIM",75.3,0.4,703.99,108590,0.767,0.747,0.838,0.72,15,61,23,315,0,0,0,0,72,206,4,36,2,11,0,0,1,13,4,8,0,0,0,0,3,2,26,1068,3690,19684
"642",3557105,"VOTUPORANGA",76.44,0.49,977.39,84511,0.79,0.744,0.857,0.772,93,1517,23,124,1,0,3,1,86,232,7,54,1,1,1,3,1,0,16,142,0,0,3,16,2,1,60,369,5051,26440
"643",3557154,"ZACARIAS",74.56,0.39,605.79,2335,0.729,0.674,0.826,0.695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,0,0,1,0,1,0,0,0,0,0,278,585
"644",3557204,"CHAVANTES",74.66,0.47,677.3,12055,0.729,0.655,0.828,0.713,3,6,8,36,0,0,1,2,7,17,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,442,1681
"645",3557303,"ESTIVA GERBI",73.87,0.41,686.89,10001,0.74,0.695,0.815,0.716,3,18,4,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,371,2385
